"IDFolio";"IDPersona";"AgnoNacimiento";"IDSexo";"IDRelacionJefeHogar";"IDEstudios";"IDLugarEstudios";"IDTituloProfesional";"IDActividad";"IDJornadaTrabajo";"Ingreso";"IDTipoIngreso";"Observaciones";"EfectuaViajes";"NumeroViajes";"Factor"
606598;6;1990;2;3;6;6;0;14;0;80000;1;1;1;6;10,36
606611;1;1957;1;0;3;-1;0;3;1;200000;1;0;1;2;49,35
606611;2;1960;2;1;3;-1;0;11;0;0;2;0;1;4;25,74
606611;3;1992;2;2;4;-1;0;12;0;0;2;1;0;0;17,69
606611;4;1994;2;2;4;4;0;14;0;0;2;0;1;2;95,57
606622;1;1939;1;0;3;-1;0;9;0;117000;1;0;1;2;25,54
606622;2;1955;2;1;3;-1;0;3;1;150000;1;0;1;2;18,09
606622;3;1972;2;2;4;-1;0;4;1;180000;1;0;1;2;36,09
606622;4;1990;2;3;6;6;1;14;0;0;2;0;1;2;10,36
606622;5;1993;2;3;6;6;0;14;0;0;2;0;1;2;10,36
606622;6;1986;2;3;6;6;0;14;0;0;2;1;1;2;36,09
606627;1;1950;2;0;4;-1;0;7;2;100000;1;1;0;0;30,90
606627;2;1985;2;2;3;-1;0;12;0;70000;1;1;1;2;61,64
606627;3;2004;2;3;3;4;0;14;0;0;2;0;1;2;114,85
606627;4;2008;1;3;1;2;0;14;0;0;2;0;1;2;22,65
606629;1;1951;1;0;7;-1;1;3;2;120000;1;0;1;2;36,90
606629;2;1960;2;1;5;-1;0;11;0;0;2;1;1;2;25,74
606629;3;1987;2;2;5;-1;1;12;0;0;2;0;1;2;17,69
606629;4;1999;1;2;3;4;0;14;0;0;2;0;1;2;51,57
606630;1;1971;2;0;4;-1;0;3;1;200000;1;0;1;2;43,48
606630;2;1993;1;2;4;4;0;14;0;0;2;1;1;2;15,57
606630;3;1995;1;2;4;4;0;14;0;0;2;0;1;2;30,26
606651;1;1921;2;0;3;-1;0;9;0;250000;1;0;1;4;120,78
606651;2;1963;2;2;4;-1;0;11;0;0;2;1;1;4;124,47
606651;3;1987;2;3;4;-1;0;4;1;250000;1;1;1;4;85,53
606651;4;1991;1;3;6;6;0;14;0;0;2;0;1;4;106,75
606651;5;1986;1;3;4;-1;0;4;1;300000;1;1;0;0;289,21
606651;6;2006;2;3;2;3;0;14;0;0;2;1;0;0;239,94
606651;7;2011;1;3;1;-1;0;13;0;0;2;1;0;0;109,51
606665;1;1952;1;0;4;-1;0;9;0;200000;1;1;0;0;36,90
606665;2;1961;2;1;4;-1;0;4;1;211000;1;0;1;3;25,74
606665;3;1987;2;2;5;7;0;14;0;50000;1;0;1;2;17,69
606665;4;1989;1;2;6;6;0;14;0;150000;1;1;1;4;22,08
606668;1;1961;2;0;4;-1;0;11;0;100000;1;0;1;2;18,16
606668;2;1986;2;2;7;-1;1;4;1;400000;1;0;1;4;43,48
606668;3;1984;2;2;7;-1;1;4;1;600000;1;1;1;4;43,48
606669;1;1964;1;0;5;-1;1;4;1;250000;1;1;1;2;49,35
606669;2;1971;2;1;4;-1;0;11;0;0;2;1;0;0;61,64
606669;3;1991;2;2;4;4;0;14;0;0;2;0;1;2;17,69
606669;4;1996;1;2;4;4;0;14;0;0;2;0;1;2;42,90
606678;1;1948;2;0;4;-1;0;11;0;150000;1;1;1;2;26,93
606678;2;1975;2;2;5;-1;1;3;1;180000;1;0;1;2;53,72
606678;3;1979;1;2;6;-1;1;4;1;500000;1;1;1;3;52,14
606678;4;1993;1;3;4;4;0;14;0;0;2;0;1;2;19,24
606678;5;1996;2;3;4;4;0;14;0;0;2;0;1;2;83,30
606740;1;1924;2;0;3;-1;0;9;0;165000;1;1;0;0;83,97
606748;1;1952;1;0;3;-1;0;9;0;250000;1;1;0;0;32,16
606748;2;1954;2;1;4;-1;0;4;1;300000;1;1;1;2;26,93
606748;3;1977;1;2;4;-1;0;4;1;180000;1;1;0;0;52,14
606748;4;1982;2;2;4;-1;0;11;0;0;2;1;0;0;53,72
606748;5;1993;1;2;4;4;0;14;0;180000;1;1;1;4;19,24
606749;1;1963;1;0;4;-1;0;4;1;250000;1;0;1;4;49,35
606749;2;1959;2;1;4;-1;0;11;0;0;2;0;1;3;25,74
606749;3;1985;2;2;5;-1;1;4;1;250000;1;0;1;2;61,64
606749;4;2008;1;3;1;-1;0;13;0;0;2;0;1;3;22,65
606750;1;1968;2;0;4;-1;0;4;1;200000;1;0;1;2;18,16
606750;2;1992;1;2;6;6;0;14;0;0;2;0;1;2;15,57
606750;3;1992;1;2;6;6;0;14;0;0;2;0;1;2;15,57
606753;1;1964;2;0;4;-1;0;4;1;180000;1;1;1;2;18,16
606753;2;1992;2;2;4;-1;0;4;1;0;3;1;1;2;12,48
606753;3;1985;2;2;5;-1;1;4;1;180000;1;1;0;0;43,48
606765;1;1935;1;0;4;-1;0;9;0;380000;1;0;1;2;38,01
606765;2;1935;2;1;3;-1;0;11;0;0;2;0;1;4;21,77
606765;3;1967;2;2;4;-1;0;12;0;180000;1;1;1;2;22,44
606765;4;1992;2;3;6;6;0;14;0;0;2;0;1;2;15,42
606765;5;2001;1;3;3;4;0;14;0;0;2;0;1;2;44,94
606781;1;1968;1;0;3;-1;0;4;1;350000;1;1;1;2;34,81
606781;2;1970;2;1;5;-1;1;4;1;150000;1;1;1;4;18,16
606781;3;2008;1;2;1;-1;0;13;0;0;2;0;1;4;15,97
606798;1;1964;1;0;4;-1;0;4;1;380000;1;1;1;2;49,35
606798;2;1969;2;1;5;-1;0;11;0;0;2;0;1;2;25,74
606798;3;1990;2;2;6;6;0;14;0;0;2;0;1;2;17,69
606798;4;1994;2;2;4;4;0;14;0;0;2;0;1;2;95,57
606802;1;1953;1;0;5;-1;1;4;1;350000;1;1;0;0;36,90
606802;2;1954;2;1;5;-1;1;3;1;180000;1;1;1;2;30,90
606802;3;1990;2;2;6;6;0;14;0;0;2;0;1;6;17,69
606802;4;1996;1;2;4;4;0;14;0;0;2;0;1;2;42,90
606812;1;1965;1;0;4;-1;0;4;1;200000;1;0;1;5;49,35
606812;2;1969;2;1;5;-1;1;11;0;0;2;0;1;5;25,74
606812;3;1991;2;2;4;4;0;14;0;0;2;0;1;2;17,69
606812;4;2000;1;2;3;4;0;14;0;0;2;0;1;2;51,57
606814;1;1949;1;0;3;-1;0;12;0;0;2;1;0;0;2,15
606814;2;1955;2;1;3;-1;0;6;1;170000;1;0;1;2;37,95
606816;1;1956;1;0;4;-1;0;3;1;250000;1;1;1;2;62,80
606816;2;1962;2;1;4;-1;0;11;0;0;2;0;1;2;36,86
606816;3;1988;1;2;4;-1;0;4;1;200000;1;1;0;0;60,45
606818;1;1965;1;0;3;-1;0;4;1;400000;1;0;1;2;25,85
606818;2;1958;2;1;3;-1;0;11;0;50000;1;1;1;2;15,17
606818;3;1987;1;2;4;-1;0;4;1;120000;1;0;1;2;24,89
606818;4;1938;2;3;4;-1;0;9;0;80000;1;0;0;0;5,83
606820;1;1931;1;0;5;-1;1;9;0;150000;1;0;1;2;10,44
606820;2;1934;2;1;4;-1;0;9;0;100000;1;1;0;0;8,85
606839;1;1971;2;0;7;-1;1;11;0;250000;1;1;1;4;51,55
606839;2;1991;2;2;4;-1;0;13;0;0;2;0;0;0;18,15
606839;3;1998;1;2;3;-1;0;13;0;0;2;0;0;0;34,63
606839;4;2003;1;2;3;-1;0;13;0;0;2;0;0;0;34,63
606839;5;2009;1;3;1;-1;0;13;0;0;2;0;0;0;36,68
606840;1;1965;1;0;7;-1;1;3;1;600000;1;0;1;4;29,46
606840;2;1965;2;1;5;-1;1;4;1;150000;1;0;1;2;17,29
606840;3;1986;1;2;6;6;0;14;0;0;2;0;1;2;47,68
606840;4;1988;2;2;4;-1;0;4;1;180000;1;1;0;0;18,15
606840;5;2011;1;3;1;-1;0;13;0;0;2;1;0;0;36,68
606842;1;1934;2;0;3;-1;0;11;0;0;2;0;1;3;14,16
606842;2;1971;2;2;4;-1;0;4;1;160000;1;0;1;2;109,89
606842;3;1999;1;3;3;4;0;14;0;0;2;0;1;2;73,83
606847;1;1967;1;0;4;-1;0;4;1;350000;1;1;1;2;21,00
606847;2;1967;2;1;4;-1;0;11;0;0;2;1;0;0;12,33
606847;3;1990;2;2;4;-1;0;4;1;200000;1;1;1;2;12,94
606847;4;1995;1;2;4;4;0;14;0;0;2;0;1;2;21,25
606847;5;1997;2;2;3;4;0;14;0;0;2;0;1;2;146,82
606847;6;1944;2;3;3;-1;0;9;0;0;2;1;0;0;4,73
606862;1;1942;2;0;4;-1;0;9;0;100000;1;1;1;2;5,83
606862;2;2000;2;3;3;4;0;14;0;0;2;0;1;2;111,67
606862;3;1982;2;3;5;-1;0;4;1;250000;1;1;0;0;45,24
606862;4;1984;1;3;3;-1;0;4;1;250000;1;1;0;0;41,85
606870;1;1984;1;0;4;-1;0;4;1;250000;1;0;1;2;63,53
606870;2;1973;2;1;4;-1;0;11;0;30000;1;1;1;2;68,68
606877;1;1965;1;0;4;-1;0;3;1;400000;1;0;1;4;62,80
606877;2;1962;2;1;4;-1;0;11;0;200000;1;1;1;2;36,86
606877;3;1990;2;2;6;6;0;14;0;0;2;0;1;2;38,70
606890;1;1932;1;0;3;-1;0;9;0;128000;1;1;0;0;16,70
606890;2;1931;2;1;3;-1;0;9;0;78000;1;1;0;0;14,16
606890;3;1954;1;2;3;-1;0;4;1;180000;1;1;1;2;3,44
606893;1;1955;1;0;5;-1;0;3;1;100000;1;0;1;2;1,61
606893;2;1961;2;1;4;-1;0;3;1;100000;1;0;1;2;17,29
606893;3;1986;2;2;6;6;0;14;0;0;2;0;0;0;51,55
606893;4;1991;1;2;6;6;0;14;0;50000;1;1;1;2;28,36
606893;5;2008;1;3;1;2;0;14;0;0;2;1;0;0;36,68
606897;1;1968;2;0;5;-1;1;11;0;100000;1;1;1;2;36,86
606897;2;1993;2;2;6;6;0;14;0;0;2;0;1;2;38,70
606897;3;1996;1;2;4;4;0;14;0;0;2;0;1;2;63,54
606904;1;1966;1;0;4;-1;0;4;1;400000;1;1;0;0;25,85
606904;2;1965;2;1;4;-1;0;11;0;0;2;1;0;0;15,17
606904;3;1988;1;2;6;6;0;14;0;130000;1;1;1;2;24,89
606904;4;1992;2;2;5;7;0;14;0;0;2;1;0;0;15,93
606920;1;1980;1;0;4;-1;0;4;1;800000;1;1;0;0;41,85
606920;2;1981;2;1;4;-1;0;11;0;0;2;0;1;2;45,24
606920;3;2001;1;2;3;4;0;14;0;0;2;0;1;2;30,39
606920;4;2004;2;2;3;4;0;14;0;0;2;0;1;2;111,67
606926;1;1924;1;0;3;-1;0;9;0;100000;1;1;0;0;16,70
606926;2;1941;2;1;3;-1;0;9;0;100000;1;1;0;0;14,16
606926;3;1976;1;2;4;-1;0;7;3;250000;1;1;0;0;101,65
606928;1;1984;1;0;4;-1;0;4;1;600000;1;1;1;2;41,85
606928;2;1986;2;1;4;-1;0;11;0;0;2;0;1;2;45,24
606928;3;2005;1;2;3;4;0;14;0;0;2;0;1;2;30,39
606928;4;2010;2;2;1;-1;0;13;0;0;2;0;1;2;95,05
606935;1;1951;2;0;4;-1;0;3;1;200000;1;1;1;2;25,00
606935;2;1983;1;2;4;-1;0;12;0;0;2;0;1;2;41,85
606935;3;1986;2;2;6;6;0;14;0;0;2;1;1;2;45,24
606935;4;1988;2;2;6;6;0;14;0;0;2;1;1;2;15,93
606937;1;1957;2;0;4;-1;0;6;1;200000;1;0;1;2;15,17
606937;2;1986;2;3;6;-1;0;4;1;200000;1;0;1;2;45,24
606937;3;1929;2;3;3;-1;0;9;0;100000;1;1;0;0;5,83
606937;4;1927;1;3;3;-1;0;9;0;100000;1;1;0;0;6,87
606938;1;1959;1;0;4;-1;0;4;1;180000;1;0;1;2;39,25
606938;2;1962;2;1;4;-1;0;11;0;150000;1;1;1;2;23,04
606939;1;1970;2;0;6;-1;0;4;1;200000;1;1;1;1;12,33
606939;2;1989;2;2;6;6;0;14;0;0;2;0;1;2;12,94
606939;3;1991;1;2;6;6;0;14;0;0;2;1;1;2;20,22
606939;4;1993;2;2;4;4;0;14;0;0;2;1;1;2;12,94
606939;5;2010;1;2;1;-1;0;13;0;0;2;1;1;1;26,15
606939;6;2007;2;3;2;3;0;14;0;0;2;0;1;2;77,22
606953;1;1963;1;0;3;-1;0;3;1;300000;1;1;1;2;32,72
606953;2;1963;2;1;4;-1;0;4;1;180000;1;1;1;2;11,86
606953;3;1993;2;2;4;-1;0;4;1;250000;1;1;1;3;12,45
606953;4;1981;1;2;4;-1;0;12;0;0;2;0;1;2;32,72
606953;5;1983;1;2;3;-1;0;4;1;250000;1;0;1;2;32,72
606953;6;1986;1;3;5;-1;1;4;1;400000;1;0;1;2;32,72
606953;7;1982;2;3;4;-1;0;11;0;0;2;1;0;0;35,37
606954;1;1957;2;0;3;-1;0;11;0;180000;1;1;1;2;11,86
606954;2;1983;2;2;4;-1;0;11;0;14000;1;1;1;2;35,37
606954;3;1991;2;2;4;-1;0;11;0;14000;1;1;1;2;12,45
606954;4;2004;1;3;3;4;0;14;0;0;2;0;1;2;23,76
606954;5;2010;1;3;1;-1;0;13;0;0;2;0;0;0;25,17
606954;6;2011;2;3;1;-1;0;13;0;0;2;0;1;2;74,32
606954;7;2011;1;3;1;-1;0;13;0;0;2;0;1;2;25,17
606957;1;1983;1;0;4;-1;0;4;1;266000;1;0;1;2;47,68
606957;2;1982;2;1;6;-1;0;11;0;33580;1;1;1;4;51,55
606957;3;2001;2;2;3;4;0;14;0;0;2;0;1;2;127,24
606957;4;2005;1;2;3;4;0;14;0;0;2;0;1;2;34,63
606957;5;2007;1;2;2;3;0;14;0;0;2;0;1;2;36,68
606959;1;1974;2;0;5;-1;1;3;1;500000;1;1;1;3;45,24
606959;2;2003;1;2;3;4;0;14;0;0;2;1;1;2;30,39
606959;3;1952;2;3;4;-1;0;11;0;0;2;0;1;2;25,00
606959;4;1949;1;3;4;-1;0;4;1;420000;1;0;1;2;1,41
607019;1;1972;2;0;4;-1;0;4;1;200000;1;0;1;2;45,24
607019;2;1992;1;2;4;4;0;14;0;0;2;0;1;2;24,89
607019;3;1997;1;2;3;4;0;14;0;0;2;0;1;2;26,15
607019;4;2009;1;2;1;-1;0;13;0;0;2;1;0;0;32,19
607024;1;1968;1;0;5;-1;1;4;1;600000;1;1;0;0;29,46
607024;2;1968;2;1;5;-1;1;4;2;200000;1;1;1;2;17,29
607024;3;1995;1;2;4;4;0;14;0;0;2;0;1;2;29,80
607024;4;1997;1;2;4;4;0;14;0;0;2;0;1;2;29,80
607024;5;2000;1;2;3;4;0;14;0;0;2;0;1;2;34,63
607029;1;1947;1;0;4;-1;0;4;1;300000;1;0;1;2;71,70
607103;1;1959;1;0;4;-1;0;4;1;500000;1;1;1;2;20,68
607103;2;1960;2;1;4;-1;0;4;1;250000;1;1;1;2;22,38
607103;3;1994;2;2;4;4;0;14;0;0;2;0;1;2;24,11
607103;4;1989;1;2;5;7;0;14;0;0;2;0;1;2;32,29
607105;1;1941;1;0;4;-1;0;3;2;400000;1;1;0;0;49,90
607105;2;1949;2;1;3;-1;0;11;0;0;2;0;0;0;65,34
607105;3;1963;1;2;4;-1;0;4;1;350000;1;1;1;2;10,98
607107;1;1964;1;0;4;-1;0;4;1;1000000;1;1;0;0;25,55
607107;2;1962;2;1;4;-1;0;11;0;0;2;0;1;2;27,65
607107;3;1986;2;2;4;-1;0;4;1;300000;1;1;1;2;25,29
607107;4;1990;2;2;6;6;0;14;0;0;2;0;1;2;20,70
607107;5;1991;1;2;4;-1;0;13;0;0;2;0;0;0;39,89
607107;6;2002;2;2;3;4;0;14;0;0;2;0;1;2;31,07
607107;7;1984;1;3;5;-1;1;4;1;350000;1;1;1;2;129,89
607107;8;2008;1;3;1;-1;0;13;0;0;2;0;1;2;93,53
607108;1;1938;1;0;4;-1;0;9;0;500000;1;1;0;0;184,57
607108;2;1945;2;1;3;-1;0;9;0;90000;1;0;1;2;88,97
607115;1;1948;2;0;4;-1;0;3;1;400000;1;1;0;0;59,36
607133;1;1966;2;0;4;-1;0;4;1;250000;1;1;1;2;22,38
607133;2;1986;2;2;4;-1;0;4;1;400000;1;1;1;2;20,47
607133;3;1988;1;2;4;7;0;14;0;0;2;0;1;2;32,29
607133;4;1999;2;2;3;4;0;14;0;0;2;1;0;0;25,15
607149;1;1956;1;0;4;-1;0;4;1;600000;1;1;0;0;10,98
607149;2;1958;2;1;4;-1;0;11;0;0;2;1;0;0;11,88
607149;3;1994;1;2;4;4;0;14;0;0;2;0;1;2;34,65
607152;1;1946;2;0;4;-1;0;9;0;220000;1;1;1;2;45,31
607152;2;1973;2;2;7;-1;1;4;1;500000;1;1;1;2;20,47
607152;3;1979;2;2;6;-1;0;4;1;450000;1;1;1;3;20,47
607152;4;2003;1;3;3;4;0;14;0;0;2;0;1;2;15,89
607154;1;1962;2;0;4;-1;0;11;0;0;2;1;1;5;11,88
607154;2;1987;2;2;6;6;0;14;0;0;2;0;1;6;8,89
607154;3;1992;1;2;6;6;0;14;0;0;2;0;1;5;17,14
607156;1;1931;2;0;3;-1;0;9;0;250000;1;1;0;0;24,05
607156;2;1976;2;2;4;-1;0;4;1;250000;1;1;1;2;10,87
607156;3;2002;1;3;3;4;0;14;0;0;2;0;1;2;8,43
607162;1;1990;2;0;5;-1;1;11;0;0;2;0;1;5;19,13
607162;2;1977;1;1;3;-1;0;4;1;270000;1;0;1;4;38,62
607162;3;2009;1;2;1;-1;0;13;0;0;2;0;1;5;107,03
607164;1;1937;2;0;3;-1;0;9;0;100000;1;0;1;6;15,60
607170;1;1963;1;0;4;-1;0;3;1;600000;1;1;1;2;39,03
607170;2;1967;2;1;4;-1;0;11;0;0;2;0;1;2;32,60
607170;3;1986;2;2;6;6;0;14;0;0;2;0;1;2;44,17
607170;4;1990;2;2;4;-1;0;12;0;0;2;0;1;2;19,44
607212;1;1961;1;0;4;-1;0;4;1;550000;1;1;0;0;39,03
607212;2;1961;2;1;3;-1;0;11;0;0;2;0;1;2;32,60
607212;3;1988;1;2;6;6;0;14;0;0;2;0;1;2;24,78
607212;4;1989;2;2;5;-1;0;4;1;350000;1;1;1;2;19,44
607220;1;1953;1;0;4;-1;0;4;1;500000;1;1;0;0;27,10
607220;2;1945;2;1;4;-1;0;11;0;0;2;0;1;2;11,77
607220;3;1980;2;2;4;-1;0;4;1;300000;1;1;1;3;44,17
607220;4;2005;2;3;2;3;0;14;0;0;2;0;1;2;53,06
607224;1;1962;2;0;4;-1;0;4;1;500000;1;1;1;2;32,09
607224;2;1981;1;2;5;-1;1;4;1;250000;1;1;1;2;38,62
607224;3;1966;1;3;4;-1;0;4;1;350000;1;1;1;2;38,40
607244;1;1941;1;0;3;-1;0;9;0;190000;1;1;0;0;15,07
607244;2;1982;1;2;6;6;0;14;0;0;2;0;1;2;39,24
607244;3;1983;1;2;6;6;0;14;0;0;2;0;1;2;39,24
607244;4;1938;1;3;3;-1;0;9;0;220000;1;1;0;0;15,07
607248;1;1967;1;0;3;-1;0;3;2;400000;1;1;1;4;38,40
607248;2;1988;1;3;4;-1;0;4;1;450000;1;1;1;2;24,39
607248;3;1938;2;3;4;-1;0;11;0;90000;1;1;0;0;11,59
607260;1;1943;1;0;3;-1;0;9;0;300000;1;1;1;2;10,89
607260;2;1951;2;1;3;-1;0;11;0;0;2;0;0;0;22,41
607260;3;1972;2;2;4;-1;0;12;0;0;2;0;1;6;31,92
607260;4;1975;2;2;4;-1;0;12;0;0;2;0;1;4;31,92
607260;5;2005;2;3;2;3;0;14;0;0;2;0;1;2;38,35
607260;6;2007;1;3;2;2;0;14;0;0;2;0;1;2;78,60
607260;7;1997;2;3;4;4;0;14;0;0;2;0;1;2;229,55
607266;1;1945;1;0;4;-1;0;9;0;200000;1;1;0;0;32,26
607266;2;1946;2;1;4;-1;0;11;0;0;2;1;0;0;25,20
607296;1;1942;1;0;7;-1;1;9;0;290000;1;0;1;1;32,26
607296;2;1946;2;1;4;-1;0;9;0;90000;1;1;1;2;25,20
607306;1;1957;2;0;4;-1;0;11;0;0;2;0;1;3;32,60
607306;2;1955;1;1;4;-1;0;3;1;1200000;1;0;1;4;27,10
607306;3;1980;1;2;7;-1;1;4;1;826000;1;0;1;4;39,24
607306;4;1989;1;2;7;-1;1;4;1;280000;1;1;1;7;24,78
607310;1;1924;1;0;1;-1;0;9;0;180000;1;0;1;2;32,26
607310;2;1936;2;1;3;-1;0;9;0;90000;1;1;0;0;25,20
607311;1;1956;1;0;4;-1;0;4;1;220000;1;1;1;8;132,20
607311;2;1967;2;1;4;-1;0;11;0;0;2;1;0;0;110,45
607311;3;1988;1;2;4;-1;0;4;1;180000;1;0;1;2;83,95
607311;4;1990;2;2;6;6;0;14;0;0;2;0;1;2;65,85
607311;5;1997;1;2;3;4;0;14;0;0;2;0;1;2;137,17
607311;6;2009;2;2;1;-1;0;13;0;0;2;1;0;0;49,01
607335;1;1946;1;0;4;-1;0;9;0;250000;1;1;0;0;94,14
607335;2;1946;2;1;3;-1;0;11;0;0;2;1;0;0;73,55
607335;3;1991;1;2;4;-1;0;4;1;450000;1;1;1;4;154,79
607335;4;1988;2;3;4;-1;0;12;1;0;2;0;1;6;121,41
607335;5;2007;2;3;2;2;0;14;0;0;2;0;1;2;90,37
607353;1;1952;1;0;4;-1;0;9;0;200000;1;1;0;0;57,99
607353;2;1957;2;1;4;-1;0;3;1;300000;1;1;0;0;69,78
607380;1;1948;1;0;4;-1;0;3;1;400000;1;0;1;3;26,66
607380;2;1965;2;1;4;-1;0;11;0;0;2;0;1;4;32,09
607380;3;1994;1;2;4;4;0;14;0;0;2;0;1;4;39,85
607387;1;1930;2;0;3;-1;0;9;0;200000;1;1;0;0;73,55
607387;2;1961;2;2;4;-1;0;11;0;0;2;1;1;6;203,64
607387;3;1983;1;3;4;-1;0;4;1;200000;1;0;1;2;245,10
607387;4;1993;2;3;4;-1;0;4;1;180000;1;0;1;2;121,41
607387;5;2010;2;3;1;1;0;14;0;0;2;1;1;4;90,37
607404;1;1981;1;0;5;-1;1;4;1;1000000;1;0;1;3;39,24
607404;2;1977;2;1;4;-1;0;11;0;0;2;0;1;4;44,17
607404;3;2003;2;2;3;4;0;14;0;0;2;0;1;2;53,06
607404;4;2006;2;2;2;3;0;14;0;0;2;0;1;2;14,47
607445;1;1965;2;0;4;-1;0;11;0;180000;1;1;1;2;23,56
607445;2;1986;2;2;4;-1;0;12;0;40000;1;1;1;7;31,92
607445;3;1993;1;2;4;-1;0;13;0;0;2;0;1;2;17,91
607445;4;1994;1;2;3;4;0;14;0;0;2;1;0;0;29,26
607445;5;1998;2;2;3;4;0;14;0;0;2;0;1;2;38,35
607445;6;2005;2;3;2;3;0;14;0;0;2;0;1;2;38,35
607445;7;2010;2;3;1;2;0;14;0;0;2;0;1;3;10,45
607451;1;1986;1;0;4;-1;0;4;1;450000;1;1;0;0;38,62
607451;2;1990;2;1;4;-1;0;11;0;0;2;0;1;2;19,13
607451;3;2010;2;2;1;-1;0;13;0;0;2;1;0;0;14,24
607461;1;1956;1;0;4;-1;0;3;1;200000;1;1;1;4;28,20
607461;2;1957;2;1;4;-1;0;4;1;150000;1;0;1;4;23,56
607461;3;1978;2;2;5;-1;1;4;2;180000;1;1;1;4;31,92
607461;4;1992;2;2;6;6;0;14;0;0;2;0;1;2;14,05
607461;5;2006;1;3;2;3;0;14;0;0;2;1;1;4;78,60
607463;1;1934;2;0;3;-1;0;9;0;78000;1;1;0;0;25,20
607469;1;1944;1;0;4;-1;0;4;1;550000;1;1;1;2;51,06
607469;2;1955;2;1;4;-1;0;11;0;200000;1;1;1;4;105,04
607469;3;1983;2;2;4;-1;0;13;0;0;2;0;1;4;149,62
607504;1;1940;2;0;4;-1;0;9;0;180000;1;0;1;4;25,20
607504;2;1954;1;3;3;-1;0;9;0;75000;1;1;1;4;57,99
607509;1;1929;1;0;3;-1;0;9;0;125000;1;1;0;0;32,26
607509;2;1931;2;1;3;-1;0;9;0;75000;1;1;0;0;25,20
607521;1;1952;2;0;3;-1;0;11;0;0;2;1;0;0;31,01
607521;2;1980;1;2;7;-1;1;4;1;600000;1;1;1;4;39,24
607521;3;1987;2;2;6;6;0;14;0;0;2;1;1;3;19,44
607521;4;1989;2;2;5;7;0;14;0;0;2;1;1;2;19,44
607556;1;1934;1;0;3;-1;0;9;0;150000;1;1;0;0;15,07
607556;2;1950;2;1;3;-1;0;11;0;0;2;1;0;0;31,01
607556;3;1970;1;2;3;-1;0;9;0;75000;1;1;0;0;39,03
607556;4;1972;1;2;3;-1;0;4;2;80000;1;1;0;0;39,24
607557;1;1953;2;0;4;-1;0;3;2;200000;1;1;1;7;30,51
607557;2;1991;1;2;5;7;0;14;0;0;2;1;1;1;24,39
607565;1;1965;1;0;3;-1;0;4;3;210000;1;0;1;2;51,72
607587;1;1940;1;0;3;-1;0;9;2;140000;1;0;1;2;32,26
607587;2;1942;2;1;3;-1;0;9;0;120000;1;1;0;0;25,20
607589;1;1952;1;0;3;-1;0;4;1;260000;1;0;1;4;57,99
607589;2;1951;2;1;4;-1;0;11;0;0;2;0;1;4;66,37
607615;1;1960;1;0;4;-1;0;4;1;370000;1;0;1;2;28,20
607615;2;1960;2;1;3;-1;0;11;0;0;2;0;1;4;23,56
607615;3;1982;2;2;4;-1;0;4;1;350000;1;0;1;2;31,92
607615;4;1993;1;2;4;4;0;14;0;0;2;0;1;2;17,91
607615;5;1996;1;2;4;4;0;14;0;0;2;0;1;2;29,26
607615;6;2004;2;2;2;4;0;14;0;0;2;0;1;2;38,35
607615;7;2003;1;3;2;4;0;14;0;0;2;0;1;2;47,96
607615;8;2006;2;3;2;3;0;14;0;0;2;0;1;2;10,45
607644;1;1968;1;0;4;-1;0;4;1;180000;1;0;1;4;39,03
607644;2;1970;2;1;3;-1;0;11;0;0;2;0;1;4;32,60
607644;3;1993;1;2;5;-1;1;1;2;0;3;1;1;4;24,78
607644;4;2005;1;2;2;3;0;14;0;0;2;0;1;4;66,37
607647;1;1983;2;0;4;-1;0;4;1;350000;1;0;1;4;43,46
607647;2;2001;1;2;3;4;0;14;0;0;2;0;1;2;65,31
607647;3;2003;1;2;3;4;0;14;0;0;2;0;1;2;65,31
607655;1;1973;1;0;4;-1;0;4;2;300000;1;1;1;2;28,36
607655;2;1973;2;1;4;-1;0;11;0;0;2;0;1;1;31,92
607655;3;1993;1;2;4;-1;0;4;3;50000;1;1;0;0;17,91
607655;4;2002;1;2;3;4;0;14;0;0;2;1;1;1;47,96
607655;5;2002;1;2;3;4;0;14;0;0;2;1;0;0;47,96
607655;6;2007;2;2;2;3;0;14;0;0;2;0;1;1;10,45
607655;7;1945;2;3;3;-1;0;9;0;75000;1;1;0;0;8,51
607658;1;1950;1;0;3;-1;0;12;0;0;2;1;0;0;27,10
607658;2;1950;2;1;3;-1;0;3;1;180000;1;1;1;4;31,01
607658;3;1975;1;2;4;-1;0;4;3;400000;1;0;1;2;39,24
607658;4;1982;2;2;4;-1;0;12;0;200000;1;1;1;2;44,17
607666;1;1949;2;0;3;-1;0;11;0;0;2;0;1;5;31,01
607666;2;1948;1;1;3;-1;0;4;1;230000;1;1;1;1;27,10
607666;3;1973;2;2;4;-1;0;9;0;78000;1;1;0;0;44,17
607666;4;1980;2;2;4;-1;0;4;1;200000;1;1;1;2;44,17
607670;1;1959;1;0;4;-1;0;4;1;270000;1;0;1;2;10,55
607670;2;1986;2;2;6;6;0;14;0;0;2;0;1;5;9,36
607670;3;2003;1;3;2;4;0;14;0;0;2;0;1;3;3,15
607677;1;1970;1;0;4;-1;0;4;1;240000;1;0;1;2;47,77
607677;2;1973;2;1;4;-1;0;11;0;0;2;0;1;8;14,58
607677;3;1993;1;2;3;4;0;14;0;0;2;1;1;2;54,22
